timestamp,x_uT,y_uT,z_uT
1772488200355,-8.35,8.01,18.09
1772488200394,-8.32,7.92,17.72
1772488200436,-8.30,7.87,17.50
1772488200476,-8.43,8.13,17.66
1772488200520,-8.29,8.18,17.79
1772488200558,-8.20,8.21,17.87
1772488200599,-7.87,8.08,18.33
1772488200641,-8.13,8.11,18.15
1772488200682,-8.30,8.13,18.05
1772488200723,-8.10,8.21,18.10
1772488200764,-7.98,8.27,18.14
1772488200805,-7.62,8.30,18.08
1772488200845,-7.80,8.02,17.72
1772488200888,-7.91,7.86,17.50
1772488200927,-8.13,7.98,17.53
1772488200970,-7.86,7.98,18.00
1772488201010,-7.69,7.98,18.28
1772488201052,-7.85,8.05,17.72
1772488201091,-7.94,8.09,17.38
1772488201133,-8.11,8.16,17.83
1772488201174,-7.84,8.20,17.77
1772488201215,-7.69,8.22,17.73
1772488201256,-7.52,8.45,17.59
1772488201297,-7.74,8.33,17.79
1772488201338,-7.88,8.26,17.91
1772488201380,-7.81,8.40,17.78
1772488201420,-7.78,8.49,17.70
1772488201460,-7.79,8.50,17.33
1772488201504,-7.80,8.65,17.02
1772488201543,-7.80,8.75,16.84
1772488201583,-7.44,8.55,17.17
1772488201625,-6.72,8.68,16.36
1772488201666,-6.28,8.76,15.87
1772488201706,-3.11,9.36,15.49
1772488201748,-1.21,9.72,15.27
1772488201789,4.08,12.22,11.82
1772488201830,17.58,23.07,1.43
1772488201871,25.67,29.58,-4.80
1772488201911,40.17,62.03,-32.78
1772488201953,43.60,-105.84,-142.07
1772488201994,45.65,-206.57,-207.64
1772488202035,27.00,-267.00,-246.98
1772488202076,15.80,-303.26,-270.58
1772488202116,13.49,-325.02,-284.75
1772488202158,22.20,-338.07,-293.24
1772488202199,27.44,-345.91,-298.34
1772488202239,21.01,-200.86,-177.11
1772488202281,11.41,-116.38,-100.22
1772488202323,5.65,-65.69,-54.08
1772488202363,1.10,-35.86,-25.82
1772488202405,-1.63,-17.96,-8.87
1772488202446,-3.99,-7.15,1.55
1772488202486,-5.34,-0.95,7.64
1772488202527,-6.15,2.77,11.29
1772488202568,-6.92,5.07,13.69
1772488202609,-7.24,6.38,15.33
1772488202650,-7.43,7.17,16.31
1772488202691,-7.98,7.49,16.98
1772488202732,-8.31,7.68,17.39
1772488202772,-8.44,7.66,17.14
1772488202814,-7.89,7.82,17.32
1772488202856,-7.57,7.92,17.42
1772488202899,-7.96,7.87,17.69
1772488202937,-7.86,8.17,17.65
