timestamp,x_uT,y_uT,z_uT
1772488049352,-409.99,-141.14,-305.99
1772488049391,-409.99,-140.84,-305.99
1772488049435,-409.99,-140.62,-305.99
1772488049474,-409.99,-139.87,-305.99
1772488049515,-409.99,-139.42,-305.99
1772488049556,-409.99,-138.64,-305.99
1772488049596,-409.99,-137.74,-305.99
1772488049639,-409.99,-137.20,-305.99
1772488049679,-409.99,-137.60,-305.99
1772488049721,-409.99,-137.84,-305.99
1772488049760,-409.99,-135.70,-305.99
1772488049804,-409.99,-127.06,-219.54
1772488049842,-409.99,-121.88,-167.67
1772488049884,-310.28,-115.94,-223.00
1772488049924,-237.69,-108.85,-256.20
1772488049966,-194.14,-104.59,-276.11
1772488050006,-167.35,-102.87,-288.06
1772488050048,-151.28,-101.84,-295.23
1772488050088,-143.86,-102.42,-299.54
1772488050130,-157.22,-104.48,-302.12
1772488050171,-165.24,-105.71,-303.67
1772488050212,-263.14,-106.05,-304.60
1772488050253,-321.88,-100.81,-305.15
1772488050293,-357.12,-97.66,-305.49
1772488050336,-378.27,-87.11,-305.69
1772488050376,-390.96,-80.79,-305.81
1772488050418,-398.57,-74.55,-305.88
1772488050458,-403.14,-71.25,-305.93
1772488050498,-405.88,-69.27,-305.95
1772488050540,-407.52,-71.54,-305.97
1772488050580,-408.51,-74.97,-305.98
1772488050622,-409.10,-77.03,-305.98
1772488050665,-409.46,-79.68,-305.99
1772488050704,-409.67,-81.27,-305.99
1772488050745,-409.80,-83.17,-305.99
1772488050787,-409.87,-85.66,-305.99
1772488050826,-409.92,-87.15,-305.99
1772488050868,-409.95,-88.95,-305.99
1772488050909,-409.96,-90.95,-305.99
1772488050950,-409.97,-92.14,-305.99
1772488050990,-409.98,-94.60,-305.99
1772488051032,-409.98,-96.08,-305.99
1772488051073,-409.98,-96.86,-305.99
1772488051113,-409.99,-97.83,-305.99
1772488051154,-409.99,-98.42,-305.99
1772488051195,-409.99,-99.03,-305.99
1772488051237,-409.99,-100.30,-305.99
