timestamp,x_uT,y_uT,z_uT
1772488265588,-46.94,3.09,-298.90
1772488265625,-46.60,3.84,-301.74
1772488265666,-46.39,5.21,-303.44
1772488265708,-46.27,6.03,-304.46
1772488265749,-44.12,9.03,-214.87
1772488265791,-42.83,10.83,-161.11
1772488265830,-41.26,15.68,-122.94
1772488265873,-52.93,19.87,-94.28
1772488265913,-59.94,22.39,-77.09
1772488265954,-89.45,10.81,-62.28
1772488265994,-122.29,-29.02,-60.38
1772488266037,-141.99,-52.91,-59.23
1772488266076,-98.90,-64.19,-65.69
1772488266118,-73.05,-70.96,-69.57
1772488266158,-34.15,-54.66,-61.20
1772488266200,-7.65,-25.02,-53.19
1772488266240,8.25,-7.24,-48.39
1772488266282,0.84,21.39,-59.56
1772488266324,-50.11,10.86,-52.50
1772488266364,-80.68,4.54,-48.26
1772488266406,-113.53,-27.94,-21.84
1772488266446,-133.24,-47.42,-5.99
1772488266488,-107.14,-56.14,-22.03
1772488266528,-62.10,-48.27,-40.84
1772488266571,-35.08,-43.55,-52.12
1772488266610,-14.75,-11.99,-59.38
1772488266651,-29.47,13.96,-51.66
1772488266692,-38.30,29.53,-47.02
1772488266733,-61.12,2.33,-20.08
1772488266774,-74.82,-13.99,-3.91
1772488266814,-109.47,-39.93,8.89
1772488266856,-85.75,-47.72,-29.67
1772488266897,-71.52,-52.38,-52.81
1772488266939,-40.04,-27.33,-63.06
1772488266979,-26.60,0.03,-52.36
1772488267021,-18.54,16.44,-45.93
1772488267063,-29.74,25.09,-37.35
1772488267102,-36.46,30.28,-32.19
1772488267142,-56.13,3.07,-14.40
1772488267183,-85.56,-26.50,-0.34
1772488267227,-103.23,-44.24,8.09
1772488267267,-77.71,-45.86,-21.87
1772488267307,-43.54,-23.85,-47.19
1772488267348,-23.03,-10.65,-62.38
1772488267390,-24.43,12.80,-61.66
1772488267430,-25.27,26.87,-61.23
1772488267472,-43.27,19.93,-42.36
1772488267512,-61.96,-13.47,-2.38
1772488267554,-73.17,-33.51,21.60
1772488267594,-96.77,-44.37,36.49
1772488267636,-74.50,-50.77,0.11
1772488267676,-61.13,-54.62,-21.72
1772488267717,-30.02,-32.96,-43.39
1772488267757,-11.36,-19.97,-56.39
1772488267799,-6.26,4.81,-51.58
1772488267840,-19.47,24.40,-49.42
1772488267881,-27.39,36.16,-48.13
1772488267923,-60.61,34.49,-151.27
1772488267963,-83.09,-18.45,-213.16
1772488268005,-96.58,-50.21,-250.29
1772488268045,-51.80,-44.79,-272.57
1772488268087,-24.93,-41.53,-285.94
1772488268129,-4.15,-24.27,-193.55
1772488268169,3.69,-0.97,-138.03
1772488268209,8.40,13.00,-104.72
1772488268251,-5.87,31.68,-90.58
1772488268291,-40.10,36.78,-176.74
1772488268332,-60.64,39.84,-228.44
1772488268374,-74.81,7.28,-259.46
1772488268414,-83.32,-12.26,-278.07
1772488268456,-41.81,-36.97,-289.24
1772488268496,-8.50,-28.73,-295.94
1772488268538,11.48,-23.79,-299.96
1772488268578,18.10,-1.09,-199.96
1772488268619,-5.10,28.72,-145.15
1772488268659,-19.02,46.61,-112.26
1772488268702,-79.04,27.08,-79.75
1772488268742,-115.06,15.37,-60.25
1772488268783,-233.03,-48.21,-41.60
1772488268824,-303.81,-72.42,-147.36
1772488268865,-346.28,-86.95,-210.81
1772488268907,-194.75,-60.87,-248.88
1772488268947,-107.68,-23.91,-172.54
1772488268989,-55.44,-1.74,-126.74
1772488269029,-48.94,32.30,-101.13
1772488269071,-45.03,52.72,-85.77
1772488269111,-90.58,61.55,-173.86
1772488269153,-135.58,-20.35,-226.71
1772488269192,-162.58,-69.49,-258.42
1772488269236,-87.69,-69.49,-277.45
1772488269275,-35.67,-40.54,-288.87
1772488269316,-4.45,-23.17,-295.72
1772488269359,7.77,12.05,-208.07
1772488269399,15.10,33.19,-155.48
1772488269440,-29.23,66.23,-215.68
1772488269480,-181.53,-0.52,-251.81
1772488269523,-272.91,-40.58,-273.48
1772488269563,-327.74,-167.41,-286.48
1772488269604,-181.01,-243.51,-294.29
1772488269644,-92.96,-289.17,-298.97
1772488269686,-34.46,-172.27,-212.67
1772488269726,0.63,-102.14,-160.90
1772488269767,-15.29,-18.42,-218.93
1772488269808,-173.17,5.19,-253.76
1772488269850,-267.90,19.36,-274.65
1772488269891,-324.73,-43.41,-287.19
1772488269931,-184.33,-34.06,-294.71
1772488269972,-100.08,-28.44,-299.22
1772488270013,-54.96,-8.53,-301.93
1772488270057,-27.88,3.42,-303.55
1772488270095,-31.34,21.03,-212.53
1772488270137,-90.51,10.39,-159.62
1772488270177,-126.02,4.01,-127.88
1772488270220,-141.35,-47.13,-199.13
1772488270259,-92.30,-55.93,-241.87
1772488270300,-62.87,-61.20,-267.52
1772488270341,-37.10,-42.58,-187.48
1772488270382,-21.64,-31.41,-139.46
