timestamp,x_uT,y_uT,z_uT
1772487584165,66.67,70.67,-12.67
1772487584205,66.03,71.19,-13.00
1772487584247,64.80,72.63,-14.02
1772487584288,64.07,73.49,-14.63
1772487584329,62.03,74.19,-14.79
1772487584369,59.17,74.24,-13.75
1772487584410,57.45,74.28,-13.12
1772487584452,56.46,74.22,-12.95
1772487584493,55.86,74.19,-12.84
1772487584534,57.43,73.67,-12.62
1772487584575,61.28,71.49,-12.93
1772487584616,63.59,70.19,-13.12
1772487584656,67.41,67.41,-14.29
1772487584698,72.07,63.38,-16.55
1772487584738,74.86,60.96,-17.90
1772487584780,78.03,57.54,-20.18
1772487584820,79.93,55.49,-21.55
1772487584862,82.06,51.50,-23.80
1772487584903,84.21,46.56,-25.81
1772487584943,85.49,43.59,-27.01
1772487584984,87.25,37.78,-27.97
1772487585025,89.21,28.54,-28.06
1772487585068,90.38,23.01,-28.12
1772487585107,89.16,9.43,-26.35
1772487585149,88.43,1.28,-25.30
1772487585189,80.61,-10.30,-21.48
1772487585233,68.17,-19.32,-16.49
1772487585272,60.71,-24.74,-13.50
1772487585312,50.05,-23.18,-11.75
1772487585353,40.05,-17.60,-11.22
1772487585394,34.05,-14.24,-10.91
1772487585435,29.65,-7.62,-11.38
1772487585477,27.02,-3.64,-11.66
1772487585518,25.62,3.55,-12.48
1772487585559,25.94,12.04,-13.54
1772487585600,26.13,17.14,-14.18
1772487585640,27.52,22.81,-15.58
1772487585682,29.26,27.97,-17.04
1772487585723,30.31,31.06,-17.91
1772487585764,31.63,34.84,-18.19
1772487585803,32.42,37.10,-18.36
1772487585846,32.67,40.98,-17.27
1772487585886,33.23,48.14,-13.64
1772487585928,33.56,52.43,-11.47
1772487585968,38.59,60.06,-7.10
1772487586009,50.23,64.72,-3.91
1772487586051,57.22,67.51,-1.99
1772487586091,67.41,63.40,-5.49
1772487586133,73.52,60.93,-7.60
1772487586174,78.07,54.07,-12.12
1772487586216,80.90,45.81,-16.55
1772487586256,82.60,40.85,-19.21
1772487586297,83.62,35.08,-21.50
1772487586337,83.47,29.29,-23.20
1772487586378,83.38,25.81,-24.22
1772487586419,82.45,20.74,-25.16
1772487586460,81.89,17.70,-25.72
1772487586501,80.51,11.48,-26.30
1772487586543,77.45,2.77,-25.06
1772487586584,75.62,-2.46,-24.32
1772487586625,69.47,-10.15,-21.71
1772487586666,58.69,-14.07,-18.01
1772487586706,52.22,-16.42,-15.80
1772487586748,42.19,-12.81,-13.98
1772487586788,36.17,-10.65,-12.89
1772487586830,30.16,-3.79,-14.16
1772487586871,25.54,5.02,-17.20
1772487586911,22.77,10.31,-19.03
1772487586953,17.50,17.30,-17.55
1772487586993,11.44,29.24,-9.61
1772487587036,7.80,36.40,-4.84
1772487587076,12.92,47.68,-0.14
1772487587117,15.99,54.45,2.68
1772487587157,28.10,60.95,2.29
1772487587200,43.39,62.48,-1.46
1772487587239,52.57,63.40,-3.71
1772487587281,60.00,59.59,-8.52
1772487587321,65.22,54.03,-13.78
1772487587362,68.36,50.70,-16.94
1772487587403,71.55,46.19,-20.34
1772487587444,73.46,43.48,-22.38
1772487587485,76.06,39.71,-24.17
1772487587526,77.63,34.90,-25.29
