timestamp,x_uT,y_uT,z_uT
1772488142505,0.76,1.94,-27.70
1772488142543,4.10,2.90,-34.40
1772488142587,18.50,-1.00,-7.77
1772488142627,27.14,-3.34,8.20
1772488142667,20.90,11.30,-15.47
1772488142707,6.58,25.06,-17.03
1772488142749,-2.01,33.32,-17.96
1772488142790,9.82,23.33,-11.09
1772488142831,17.60,16.61,-5.66
1772488142872,22.27,12.57,-2.41
1772488142913,12.57,21.65,-2.04
1772488142955,6.75,27.09,-1.83
1772488142995,10.02,24.68,-1.45
1772488143037,12.19,12.80,7.63
1772488143077,13.50,5.67,13.08
1772488143119,14.07,13.97,4.92
1772488143159,6.55,29.10,-2.46
1772488143200,2.05,38.18,-6.89
1772488143242,14.50,22.35,0.49
1772488143281,21.98,12.86,4.92
1772488143323,27.37,4.62,14.02
1772488143363,4.54,22.47,-16.15
1772488143405,-9.17,33.18,-34.25
1772488143445,-11.17,28.99,-43.48
1772488143487,3.95,17.17,-18.48
1772488143528,13.03,10.08,-3.49
1772488143571,20.69,2.91,-14.20
1772488143610,25.29,-1.39,-20.63
1772488143653,1.47,-7.03,-32.94
1772488143691,8.16,-3.24,-14.20
1772488143733,12.17,-0.97,-2.95
1772488143774,12.00,2.97,7.38
1772488143815,-0.07,-1.43,-2.86
1772488143858,-7.32,-4.07,-9.01
1772488143897,-8.17,-6.01,-14.37
1772488143939,-8.68,-7.18,-17.59
1772488143978,3.52,-2.21,-3.32
1772488144020,7.17,0.66,-12.76
1772488144061,9.36,2.39,-18.42
1772488144103,-8.06,10.04,-18.59
1772488144143,13.06,13.58,-19.47
1772488144184,25.73,15.70,-20.00
1772488144224,27.48,3.59,10.14
1772488144266,28.53,-3.67,28.22
1772488144307,14.69,16.52,12.41
1772488144347,5.18,25.72,7.38
1772488144391,-0.52,31.24,4.36
1772488144429,5.98,18.37,12.46
1772488144471,12.76,13.74,14.63
1772488144511,16.82,10.96,15.94
1772488144553,2.97,19.19,11.70
1772488144594,-5.34,24.12,9.15
1772488144635,4.00,28.68,1.59
1772488144675,19.89,16.98,17.70
1772488144717,29.43,9.96,27.37
1772488144758,3.01,24.66,-2.83
1772488144798,-11.94,27.55,-28.79
1772488144841,-20.91,29.28,-44.36
1772488144880,7.60,23.12,-20.52
1772488144922,24.71,19.43,-6.22
1772488144963,3.52,11.87,-23.27
1772488145004,3.39,-0.96,-40.85
1772488145045,3.31,-8.66,-51.39
1772488145087,13.55,2.14,-25.51
1772488145127,5.19,-1.13,-24.60
1772488145169,0.17,-3.09,-24.05
1772488145208,-11.06,-4.04,-18.83
1772488145250,-17.79,-4.62,-15.69
1772488145290,-21.18,-4.42,-11.98
1772488145332,-21.18,-9.10,-13.54
1772488145373,-21.18,-11.90,-14.48
1772488145413,-0.78,-15.04,-15.25
1772488145455,16.48,8.02,27.27
1772488145497,26.84,21.86,52.78
1772488145538,28.36,5.40,92.79
1772488145578,29.27,-4.48,116.79
1772488145620,14.80,20.43,62.12
1772488145660,-3.55,21.38,38.02
1772488145702,-14.56,21.94,23.56
1772488145741,-23.53,17.67,10.27
1772488145783,-22.66,6.34,-6.84
1772488145824,-22.14,-0.46,-17.11
1772488145864,2.24,-0.29,-13.81
1772488145906,16.88,-0.18,-11.83
1772488145947,28.09,22.03,42.75
1772488145988,63.73,15.50,104.40
1772488146028,85.12,11.58,141.39
1772488146071,57.87,33.52,72.07
1772488146110,21.78,29.56,39.87
1772488146152,0.13,27.18,20.54
1772488146192,-13.01,16.55,8.46
1772488146235,-20.89,10.18,1.21
1772488146274,-16.28,-0.52,-6.28
1772488146317,10.31,6.30,-2.33
1772488146357,26.26,10.39,0.04
1772488146397,36.89,17.86,56.24
1772488146439,51.44,19.62,43.51
1772488146480,60.18,20.67,35.88
1772488146521,28.29,25.49,21.37
1772488146562,9.16,28.37,12.67
1772488146603,-5.66,24.43,9.33
1772488146644,-15.14,15.67,6.06
1772488146686,-20.83,10.41,4.10
1772488146726,-18.31,1.62,-1.41
1772488146766,0.25,5.36,2.31
1772488146807,11.39,7.61,4.54
1772488146848,13.71,11.47,45.64
1772488146890,15.10,13.78,70.29
1772488146931,33.18,7.46,62.02
1772488146973,13.69,22.28,34.74
1772488147013,2.00,31.18,18.37
1772488147054,-13.63,26.92,8.91
1772488147095,-21.41,15.63,-0.80
1772488147137,-26.08,8.86,-6.63
1772488147177,-6.77,5.20,-9.88
1772488147219,4.81,3.00,-11.84
1772488147259,5.22,10.77,20.99
1772488147300,15.82,6.49,40.49
1772488147340,22.19,3.92,52.19
1772488147382,17.32,21.21,28.38
1772488147423,-4.77,24.28,12.31
1772488147464,-18.02,26.12,2.66
1772488147506,-26.12,13.56,-3.98
1772488147546,-30.98,6.02,-7.97
1772488147587,-17.02,-1.45,-6.57
1772488147627,-0.61,7.88,3.79
1772488147670,9.24,13.48,10.00
1772488147709,14.17,19.79,43.68
1772488147752,15.45,23.90,28.26
1772488147791,16.22,26.37,19.01
1772488147832,-1.76,24.36,13.66
1772488147873,-12.54,23.15,10.45
1772488147914,-22.54,24.28,1.43
1772488147956,3.06,16.78,14.42
1772488147996,18.42,12.28,22.22
1772488148038,23.20,5.47,29.55
1772488148078,6.25,14.07,18.56
1772488148120,-3.92,19.23,11.96
1772488148160,5.76,30.80,-8.98
1772488148202,11.57,37.74,-21.54
1772488148243,30.95,20.75,19.79
1772488148285,4.54,22.29,-0.32
1772488148326,-11.31,23.22,-12.38
1772488148365,-20.57,17.38,-27.99
1772488148407,6.57,16.53,-4.70
1772488148448,22.86,16.02,9.28
1772488148488,1.72,6.11,-3.40
1772488148530,-10.96,0.17,-11.01
1772488148572,-17.99,-4.49,-10.51
1772488148612,-4.28,0.50,-0.46
1772488148654,3.94,3.49,5.57
1772488148694,-4.65,-0.83,4.01
1772488148735,-9.44,-4.65,4.34
1772488148776,-12.32,-6.94,4.53
1772488148817,-2.84,-1.92,9.10
1772488148857,2.84,1.09,11.84
1772488148898,-6.87,-0.88,3.04
1772488148939,-16.12,1.75,2.37
1772488148981,-21.67,3.33,1.96
1772488149022,4.13,-2.77,-23.42
1772488149063,43.13,-7.49,5.10
1772488149104,66.54,-10.32,22.22
1772488149144,26.54,11.25,7.59
1772488149186,2.55,24.20,-1.19
1772488149226,11.97,46.69,-17.68
1772488149267,22.13,8.33,10.46
1772488149308,28.23,-14.68,27.35
1772488149349,12.72,11.87,15.77
1772488149392,-1.53,23.70,9.68
1772488149431,-10.08,30.79,6.02
1772488149473,0.72,-7.35,48.16
1772488149514,7.20,-30.24,73.44
1772488149555,54.80,-7.42,27.30
1772488149596,9.68,9.32,10.27
1772488149637,-17.39,19.37,0.05
